id_paisano,desagregacion,pais_cod,encuesta,ano,valor,desagregacion_por_orden,variable_ingles,comparacion_por,comparacion_por_orden,pais,indicador,detalle_indicador,disclaimer
COL2018,"Hogares alta calificación, lectura",COL,PISA,2018,1.037881851196289,8,8,"Calificación, lectura",4,Colombia,Ratio de puntajes en pruebas estandarizadas para alumnos de 15 años,Ratio de puntajes en pruebas estandarizadas entre alumnos mujeres y hombres de 15 años.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
COL2018,"Total, ciencia",COL,PISA,2018,.970639169216156,9,9,"Total, ciencia",5,Colombia,Ratio de puntajes en pruebas estandarizadas para alumnos de 15 años,Ratio de puntajes en pruebas estandarizadas entre alumnos mujeres y hombres de 15 años.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
COL2018,"Hogares baja calificación, ciencia",COL,PISA,2018,.9735183715820313,10,10,"Calificación, ciencia",6,Colombia,Ratio de puntajes en pruebas estandarizadas para alumnos de 15 años,Ratio de puntajes en pruebas estandarizadas entre alumnos mujeres y hombres de 15 años.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
COL2018,"Hogares media calificación, ciencia",COL,PISA,2018,.9658539891242981,11,11,"Calificación, ciencia",6,Colombia,Ratio de puntajes en pruebas estandarizadas para alumnos de 15 años,Ratio de puntajes en pruebas estandarizadas entre alumnos mujeres y hombres de 15 años.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
COL2018,"Hogares alta calificación, ciencia",COL,PISA,2018,.9839068055152893,12,12,"Calificación, ciencia",6,Colombia,Ratio de puntajes en pruebas estandarizadas para alumnos de 15 años,Ratio de puntajes en pruebas estandarizadas entre alumnos mujeres y hombres de 15 años.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
CRI2012,"Total, matemática",CRI,PISA,2012,.9436829090118408,1,1,"Total, matemática",1,Costa Rica,Ratio de puntajes en pruebas estandarizadas para alumnos de 15 años,Ratio de puntajes en pruebas estandarizadas entre alumnos mujeres y hombres de 15 años.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
CRI2012,"Hogares baja calificación, matemática",CRI,PISA,2012,.9477505683898926,2,2,"Calificación, matemática",2,Costa Rica,Ratio de puntajes en pruebas estandarizadas para alumnos de 15 años,Ratio de puntajes en pruebas estandarizadas entre alumnos mujeres y hombres de 15 años.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
CRI2012,"Hogares media calificación, matemática",CRI,PISA,2012,.9356783032417297,3,3,"Calificación, matemática",2,Costa Rica,Ratio de puntajes en pruebas estandarizadas para alumnos de 15 años,Ratio de puntajes en pruebas estandarizadas entre alumnos mujeres y hombres de 15 años.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
CRI2012,"Hogares alta calificación, matemática",CRI,PISA,2012,.9513791799545288,4,4,"Calificación, matemática",2,Costa Rica,Ratio de puntajes en pruebas estandarizadas para alumnos de 15 años,Ratio de puntajes en pruebas estandarizadas entre alumnos mujeres y hombres de 15 años.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
CRI2012,"Total, lectura",CRI,PISA,2012,1.058681845664978,5,5,"Total, lectura",3,Costa Rica,Ratio de puntajes en pruebas estandarizadas para alumnos de 15 años,Ratio de puntajes en pruebas estandarizadas entre alumnos mujeres y hombres de 15 años.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
CRI2012,"Hogares baja calificación, lectura",CRI,PISA,2012,1.070367217063904,6,6,"Calificación, lectura",4,Costa Rica,Ratio de puntajes en pruebas estandarizadas para alumnos de 15 años,Ratio de puntajes en pruebas estandarizadas entre alumnos mujeres y hombres de 15 años.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
CRI2012,"Hogares media calificación, lectura",CRI,PISA,2012,1.054881572723389,7,7,"Calificación, lectura",4,Costa Rica,Ratio de puntajes en pruebas estandarizadas para alumnos de 15 años,Ratio de puntajes en pruebas estandarizadas entre alumnos mujeres y hombres de 15 años.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
CRI2012,"Hogares alta calificación, lectura",CRI,PISA,2012,1.05655825138092,8,8,"Calificación, lectura",4,Costa Rica,Ratio de puntajes en pruebas estandarizadas para alumnos de 15 años,Ratio de puntajes en pruebas estandarizadas entre alumnos mujeres y hombres de 15 años.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
CRI2012,"Total, ciencia",CRI,PISA,2012,.9730415344238281,9,9,"Total, ciencia",5,Costa Rica,Ratio de puntajes en pruebas estandarizadas para alumnos de 15 años,Ratio de puntajes en pruebas estandarizadas entre alumnos mujeres y hombres de 15 años.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
CRI2012,"Hogares baja calificación, ciencia",CRI,PISA,2012,.9756078124046326,10,10,"Calificación, ciencia",6,Costa Rica,Ratio de puntajes en pruebas estandarizadas para alumnos de 15 años,Ratio de puntajes en pruebas estandarizadas entre alumnos mujeres y hombres de 15 años.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
CRI2012,"Hogares media calificación, ciencia",CRI,PISA,2012,.9662227034568787,11,11,"Calificación, ciencia",6,Costa Rica,Ratio de puntajes en pruebas estandarizadas para alumnos de 15 años,Ratio de puntajes en pruebas estandarizadas entre alumnos mujeres y hombres de 15 años.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
CRI2012,"Hogares alta calificación, ciencia",CRI,PISA,2012,.9832200407981873,12,12,"Calificación, ciencia",6,Costa Rica,Ratio de puntajes en pruebas estandarizadas para alumnos de 15 años,Ratio de puntajes en pruebas estandarizadas entre alumnos mujeres y hombres de 15 años.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
CRI2015,"Total, matemática",CRI,PISA,2015,.960487961769104,1,1,"Total, matemática",1,Costa Rica,Ratio de puntajes en pruebas estandarizadas para alumnos de 15 años,Ratio de puntajes en pruebas estandarizadas entre alumnos mujeres y hombres de 15 años.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
CRI2015,"Hogares baja calificación, matemática",CRI,PISA,2015,.9576387405395508,2,2,"Calificación, matemática",2,Costa Rica,Ratio de puntajes en pruebas estandarizadas para alumnos de 15 años,Ratio de puntajes en pruebas estandarizadas entre alumnos mujeres y hombres de 15 años.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
CRI2015,"Hogares media calificación, matemática",CRI,PISA,2015,.9605898857116699,3,3,"Calificación, matemática",2,Costa Rica,Ratio de puntajes en pruebas estandarizadas para alumnos de 15 años,Ratio de puntajes en pruebas estandarizadas entre alumnos mujeres y hombres de 15 años.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
CRI2015,"Hogares alta calificación, matemática",CRI,PISA,2015,.9675979614257813,4,4,"Calificación, matemática",2,Costa Rica,Ratio de puntajes en pruebas estandarizadas para alumnos de 15 años,Ratio de puntajes en pruebas estandarizadas entre alumnos mujeres y hombres de 15 años.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
CRI2015,"Total, lectura",CRI,PISA,2015,1.035760283470154,5,5,"Total, lectura",3,Costa Rica,Ratio de puntajes en pruebas estandarizadas para alumnos de 15 años,Ratio de puntajes en pruebas estandarizadas entre alumnos mujeres y hombres de 15 años.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
CRI2015,"Hogares baja calificación, lectura",CRI,PISA,2015,1.033692002296448,6,6,"Calificación, lectura",4,Costa Rica,Ratio de puntajes en pruebas estandarizadas para alumnos de 15 años,Ratio de puntajes en pruebas estandarizadas entre alumnos mujeres y hombres de 15 años.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
CRI2015,"Hogares media calificación, lectura",CRI,PISA,2015,1.041979789733887,7,7,"Calificación, lectura",4,Costa Rica,Ratio de puntajes en pruebas estandarizadas para alumnos de 15 años,Ratio de puntajes en pruebas estandarizadas entre alumnos mujeres y hombres de 15 años.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
CRI2015,"Hogares alta calificación, lectura",CRI,PISA,2015,1.044449210166931,8,8,"Calificación, lectura",4,Costa Rica,Ratio de puntajes en pruebas estandarizadas para alumnos de 15 años,Ratio de puntajes en pruebas estandarizadas entre alumnos mujeres y hombres de 15 años.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
CRI2015,"Total, ciencia",CRI,PISA,2015,.9584032893180847,9,9,"Total, ciencia",5,Costa Rica,Ratio de puntajes en pruebas estandarizadas para alumnos de 15 años,Ratio de puntajes en pruebas estandarizadas entre alumnos mujeres y hombres de 15 años.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
CRI2015,"Hogares baja calificación, ciencia",CRI,PISA,2015,.9550706744194031,10,10,"Calificación, ciencia",6,Costa Rica,Ratio de puntajes en pruebas estandarizadas para alumnos de 15 años,Ratio de puntajes en pruebas estandarizadas entre alumnos mujeres y hombres de 15 años.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
CRI2015,"Hogares media calificación, ciencia",CRI,PISA,2015,.9641966223716736,11,11,"Calificación, ciencia",6,Costa Rica,Ratio de puntajes en pruebas estandarizadas para alumnos de 15 años,Ratio de puntajes en pruebas estandarizadas entre alumnos mujeres y hombres de 15 años.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
CRI2015,"Hogares alta calificación, ciencia",CRI,PISA,2015,.9653228521347046,12,12,"Calificación, ciencia",6,Costa Rica,Ratio de puntajes en pruebas estandarizadas para alumnos de 15 años,Ratio de puntajes en pruebas estandarizadas entre alumnos mujeres y hombres de 15 años.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
CRI2018,"Total, matemática",CRI,PISA,2018,.9570422768592835,1,1,"Total, matemática",1,Costa Rica,Ratio de puntajes en pruebas estandarizadas para alumnos de 15 años,Ratio de puntajes en pruebas estandarizadas entre alumnos mujeres y hombres de 15 años.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
CRI2018,"Hogares baja calificación, matemática",CRI,PISA,2018,.9527587890625,2,2,"Calificación, matemática",2,Costa Rica,Ratio de puntajes en pruebas estandarizadas para alumnos de 15 años,Ratio de puntajes en pruebas estandarizadas entre alumnos mujeres y hombres de 15 años.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
CRI2018,"Hogares media calificación, matemática",CRI,PISA,2018,.9805623292922974,3,3,"Calificación, matemática",2,Costa Rica,Ratio de puntajes en pruebas estandarizadas para alumnos de 15 años,Ratio de puntajes en pruebas estandarizadas entre alumnos mujeres y hombres de 15 años.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
CRI2018,"Hogares alta calificación, matemática",CRI,PISA,2018,.9638041853904724,4,4,"Calificación, matemática",2,Costa Rica,Ratio de puntajes en pruebas estandarizadas para alumnos de 15 años,Ratio de puntajes en pruebas estandarizadas entre alumnos mujeres y hombres de 15 años.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
CRI2018,"Total, lectura",CRI,PISA,2018,1.034306287765503,5,5,"Total, lectura",3,Costa Rica,Ratio de puntajes en pruebas estandarizadas para alumnos de 15 años,Ratio de puntajes en pruebas estandarizadas entre alumnos mujeres y hombres de 15 años.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
CRI2018,"Hogares baja calificación, lectura",CRI,PISA,2018,1.042348027229309,6,6,"Calificación, lectura",4,Costa Rica,Ratio de puntajes en pruebas estandarizadas para alumnos de 15 años,Ratio de puntajes en pruebas estandarizadas entre alumnos mujeres y hombres de 15 años.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
CRI2018,"Hogares media calificación, lectura",CRI,PISA,2018,1.056272268295288,7,7,"Calificación, lectura",4,Costa Rica,Ratio de puntajes en pruebas estandarizadas para alumnos de 15 años,Ratio de puntajes en pruebas estandarizadas entre alumnos mujeres y hombres de 15 años.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
CRI2018,"Hogares alta calificación, lectura",CRI,PISA,2018,1.031476736068726,8,8,"Calificación, lectura",4,Costa Rica,Ratio de puntajes en pruebas estandarizadas para alumnos de 15 años,Ratio de puntajes en pruebas estandarizadas entre alumnos mujeres y hombres de 15 años.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
CRI2018,"Total, ciencia",CRI,PISA,2018,.9776499271392822,9,9,"Total, ciencia",5,Costa Rica,Ratio de puntajes en pruebas estandarizadas para alumnos de 15 años,Ratio de puntajes en pruebas estandarizadas entre alumnos mujeres y hombres de 15 años.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
CRI2018,"Hogares baja calificación, ciencia",CRI,PISA,2018,.9769325256347656,10,10,"Calificación, ciencia",6,Costa Rica,Ratio de puntajes en pruebas estandarizadas para alumnos de 15 años,Ratio de puntajes en pruebas estandarizadas entre alumnos mujeres y hombres de 15 años.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
CRI2018,"Hogares media calificación, ciencia",CRI,PISA,2018,.99665367603302,11,11,"Calificación, ciencia",6,Costa Rica,Ratio de puntajes en pruebas estandarizadas para alumnos de 15 años,Ratio de puntajes en pruebas estandarizadas entre alumnos mujeres y hombres de 15 años.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
CRI2018,"Hogares alta calificación, ciencia",CRI,PISA,2018,.9820915460586548,12,12,"Calificación, ciencia",6,Costa Rica,Ratio de puntajes en pruebas estandarizadas para alumnos de 15 años,Ratio de puntajes en pruebas estandarizadas entre alumnos mujeres y hombres de 15 años.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
DOM2015,"Total, matemática",DOM,PISA,2015,1.01277506351471,1,1,"Total, matemática",1,República Dominicana,Ratio de puntajes en pruebas estandarizadas para alumnos de 15 años,Ratio de puntajes en pruebas estandarizadas entre alumnos mujeres y hombres de 15 años.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
DOM2015,"Hogares baja calificación, matemática",DOM,PISA,2015,1.034624695777893,2,2,"Calificación, matemática",2,República Dominicana,Ratio de puntajes en pruebas estandarizadas para alumnos de 15 años,Ratio de puntajes en pruebas estandarizadas entre alumnos mujeres y hombres de 15 años.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
DOM2015,"Hogares media calificación, matemática",DOM,PISA,2015,1.018902778625488,3,3,"Calificación, matemática",2,República Dominicana,Ratio de puntajes en pruebas estandarizadas para alumnos de 15 años,Ratio de puntajes en pruebas estandarizadas entre alumnos mujeres y hombres de 15 años.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
DOM2015,"Hogares alta calificación, matemática",DOM,PISA,2015,1.005161643028259,4,4,"Calificación, matemática",2,República Dominicana,Ratio de puntajes en pruebas estandarizadas para alumnos de 15 años,Ratio de puntajes en pruebas estandarizadas entre alumnos mujeres y hombres de 15 años.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
DOM2015,"Total, lectura",DOM,PISA,2015,1.089466094970703,5,5,"Total, lectura",3,República Dominicana,Ratio de puntajes en pruebas estandarizadas para alumnos de 15 años,Ratio de puntajes en pruebas estandarizadas entre alumnos mujeres y hombres de 15 años.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
DOM2015,"Hogares baja calificación, lectura",DOM,PISA,2015,1.123976230621338,6,6,"Calificación, lectura",4,República Dominicana,Ratio de puntajes en pruebas estandarizadas para alumnos de 15 años,Ratio de puntajes en pruebas estandarizadas entre alumnos mujeres y hombres de 15 años.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
DOM2015,"Hogares media calificación, lectura",DOM,PISA,2015,1.091542601585388,7,7,"Calificación, lectura",4,República Dominicana,Ratio de puntajes en pruebas estandarizadas para alumnos de 15 años,Ratio de puntajes en pruebas estandarizadas entre alumnos mujeres y hombres de 15 años.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
DOM2015,"Hogares alta calificación, lectura",DOM,PISA,2015,1.079061269760132,8,8,"Calificación, lectura",4,República Dominicana,Ratio de puntajes en pruebas estandarizadas para alumnos de 15 años,Ratio de puntajes en pruebas estandarizadas entre alumnos mujeres y hombres de 15 años.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
DOM2015,"Total, ciencia",DOM,PISA,2015,.9950432181358337,9,9,"Total, ciencia",5,República Dominicana,Ratio de puntajes en pruebas estandarizadas para alumnos de 15 años,Ratio de puntajes en pruebas estandarizadas entre alumnos mujeres y hombres de 15 años.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
DOM2015,"Hogares baja calificación, ciencia",DOM,PISA,2015,1.009742975234985,10,10,"Calificación, ciencia",6,República Dominicana,Ratio de puntajes en pruebas estandarizadas para alumnos de 15 años,Ratio de puntajes en pruebas estandarizadas entre alumnos mujeres y hombres de 15 años.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
DOM2015,"Hogares media calificación, ciencia",DOM,PISA,2015,.9970402717590332,11,11,"Calificación, ciencia",6,República Dominicana,Ratio de puntajes en pruebas estandarizadas para alumnos de 15 años,Ratio de puntajes en pruebas estandarizadas entre alumnos mujeres y hombres de 15 años.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
DOM2015,"Hogares alta calificación, ciencia",DOM,PISA,2015,.9936140775680542,12,12,"Calificación, ciencia",6,República Dominicana,Ratio de puntajes en pruebas estandarizadas para alumnos de 15 años,Ratio de puntajes en pruebas estandarizadas entre alumnos mujeres y hombres de 15 años.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
DOM2018,"Total, matemática",DOM,PISA,2018,1.009723782539368,1,1,"Total, matemática",1,República Dominicana,Ratio de puntajes en pruebas estandarizadas para alumnos de 15 años,Ratio de puntajes en pruebas estandarizadas entre alumnos mujeres y hombres de 15 años.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
DOM2018,"Hogares baja calificación, matemática",DOM,PISA,2018,1.007782340049744,2,2,"Calificación, matemática",2,República Dominicana,Ratio de puntajes en pruebas estandarizadas para alumnos de 15 años,Ratio de puntajes en pruebas estandarizadas entre alumnos mujeres y hombres de 15 años.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
DOM2018,"Hogares media calificación, matemática",DOM,PISA,2018,.999850332736969,3,3,"Calificación, matemática",2,República Dominicana,Ratio de puntajes en pruebas estandarizadas para alumnos de 15 años,Ratio de puntajes en pruebas estandarizadas entre alumnos mujeres y hombres de 15 años.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
DOM2018,"Hogares alta calificación, matemática",DOM,PISA,2018,1.021335244178772,4,4,"Calificación, matemática",2,República Dominicana,Ratio de puntajes en pruebas estandarizadas para alumnos de 15 años,Ratio de puntajes en pruebas estandarizadas entre alumnos mujeres y hombres de 15 años.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
DOM2018,"Total, lectura",DOM,PISA,2018,1.095322370529175,5,5,"Total, lectura",3,República Dominicana,Ratio de puntajes en pruebas estandarizadas para alumnos de 15 años,Ratio de puntajes en pruebas estandarizadas entre alumnos mujeres y hombres de 15 años.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
DOM2018,"Hogares baja calificación, lectura",DOM,PISA,2018,1.095245003700256,6,6,"Calificación, lectura",4,República Dominicana,Ratio de puntajes en pruebas estandarizadas para alumnos de 15 años,Ratio de puntajes en pruebas estandarizadas entre alumnos mujeres y hombres de 15 años.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
DOM2018,"Hogares media calificación, lectura",DOM,PISA,2018,1.074593544006348,7,7,"Calificación, lectura",4,República Dominicana,Ratio de puntajes en pruebas estandarizadas para alumnos de 15 años,Ratio de puntajes en pruebas estandarizadas entre alumnos mujeres y hombres de 15 años.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
DOM2018,"Hogares alta calificación, lectura",DOM,PISA,2018,1.115723729133606,8,8,"Calificación, lectura",4,República Dominicana,Ratio de puntajes en pruebas estandarizadas para alumnos de 15 años,Ratio de puntajes en pruebas estandarizadas entre alumnos mujeres y hombres de 15 años.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
DOM2018,"Total, ciencia",DOM,PISA,2018,1.028887391090393,9,9,"Total, ciencia",5,República Dominicana,Ratio de puntajes en pruebas estandarizadas para alumnos de 15 años,Ratio de puntajes en pruebas estandarizadas entre alumnos mujeres y hombres de 15 años.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
DOM2018,"Hogares baja calificación, ciencia",DOM,PISA,2018,1.031681537628174,10,10,"Calificación, ciencia",6,República Dominicana,Ratio de puntajes en pruebas estandarizadas para alumnos de 15 años,Ratio de puntajes en pruebas estandarizadas entre alumnos mujeres y hombres de 15 años.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
DOM2018,"Hogares media calificación, ciencia",DOM,PISA,2018,1.016677975654602,11,11,"Calificación, ciencia",6,República Dominicana,Ratio de puntajes en pruebas estandarizadas para alumnos de 15 años,Ratio de puntajes en pruebas estandarizadas entre alumnos mujeres y hombres de 15 años.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
DOM2018,"Hogares alta calificación, ciencia",DOM,PISA,2018,1.039213418960571,12,12,"Calificación, ciencia",6,República Dominicana,Ratio de puntajes en pruebas estandarizadas para alumnos de 15 años,Ratio de puntajes en pruebas estandarizadas entre alumnos mujeres y hombres de 15 años.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
MEX2000,"Total, lectura",MEX,PISA,2000,1.04925012588501,5,5,"Total, lectura",3,México,Ratio de puntajes en pruebas estandarizadas para alumnos de 15 años,Ratio de puntajes en pruebas estandarizadas entre alumnos mujeres y hombres de 15 años.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
MEX2000,"Hogares baja calificación, lectura",MEX,PISA,2000,1.050639629364014,6,6,"Calificación, lectura",4,México,Ratio de puntajes en pruebas estandarizadas para alumnos de 15 años,Ratio de puntajes en pruebas estandarizadas entre alumnos mujeres y hombres de 15 años.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
MEX2000,"Hogares media calificación, lectura",MEX,PISA,2000,1.05694305896759,7,7,"Calificación, lectura",4,México,Ratio de puntajes en pruebas estandarizadas para alumnos de 15 años,Ratio de puntajes en pruebas estandarizadas entre alumnos mujeres y hombres de 15 años.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
MEX2000,"Hogares alta calificación, lectura",MEX,PISA,2000,1.033847689628601,8,8,"Calificación, lectura",4,México,Ratio de puntajes en pruebas estandarizadas para alumnos de 15 años,Ratio de puntajes en pruebas estandarizadas entre alumnos mujeres y hombres de 15 años.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
MEX2003,"Total, matemática",MEX,PISA,2003,.9721254706382752,1,1,"Total, matemática",1,México,Ratio de puntajes en pruebas estandarizadas para alumnos de 15 años,Ratio de puntajes en pruebas estandarizadas entre alumnos mujeres y hombres de 15 años.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
MEX2003,"Hogares baja calificación, matemática",MEX,PISA,2003,.9707843065261841,2,2,"Calificación, matemática",2,México,Ratio de puntajes en pruebas estandarizadas para alumnos de 15 años,Ratio de puntajes en pruebas estandarizadas entre alumnos mujeres y hombres de 15 años.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
MEX2003,"Hogares media calificación, matemática",MEX,PISA,2003,.9782971739768982,3,3,"Calificación, matemática",2,México,Ratio de puntajes en pruebas estandarizadas para alumnos de 15 años,Ratio de puntajes en pruebas estandarizadas entre alumnos mujeres y hombres de 15 años.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
MEX2003,"Hogares alta calificación, matemática",MEX,PISA,2003,.9740458130836487,4,4,"Calificación, matemática",2,México,Ratio de puntajes en pruebas estandarizadas para alumnos de 15 años,Ratio de puntajes en pruebas estandarizadas entre alumnos mujeres y hombres de 15 años.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
